County,ProjectNam,ProjectDev,ProjectOwn,State,State_Coun,County__St,PopDensity,Household_,View_Score,Latitude,Longitude,Capacity,CurrentPha,TimelineDa,OnlyCancel,Artificial,OperatingD,PhaseHisto,field_15_1,field_16_1,field_17_1,field_18_1,field_19_1,field_20_1,field_21_1,field_22_1,field_23_1,field_24_1,field_25_1,field_26_1,field_27_1,field_28_1,field_29_1,field_30_1,field_31_1,field_32_1,lr_tif,H_L_W,Google_Sentiment,standard_dev,variance,Sign_Google,members_env,Canceled
Adair,MorningLightWindFarm,MidAmerican Energy Co,MidAmerican Energy Co,Iowa,Iowa - Adair County,"Adair County, Iowa",13.5,48765,93,41.5005,-94.6442,100.2,Canceled,1879,No,No,No,Canceled:8/28/2014,Postponed:4/24/2014,Operating:10/1/2012,Under Const:8/2/2012,Proposed:1/6/2012,Canceled:12/7/2009,Proposed:8/10/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.44,0.8920949127381756,0.7958333333333333,Positive,245,0
Adair,CumberlandRoseWindEnergy,Cumberland Rose Wind Energy,Cumberland Rose Wind Energy,Iowa,Iowa - Adair County,"Adair County, Iowa",13.5,48765,49,41.228,-94.434,1.6,Operating,203,No,No,No,Operating:11/1/2012,Proposed:4/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,245,0
Adair,OrientWindFarm,MidAmerican Energy Co,MidAmerican Energy Co,Iowa,Iowa - Adair County,"Adair County, Iowa",13.5,48765,41,41.2024,-94.4172,482,Proposed,670,No,Yes,No,Proposed:12/31/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,245,0
Adair,SkyVolt,Sky Volt,Sky Volt,Iowa,Iowa - Adair County,"Adair County, Iowa",13.5,48765,48,41.291,-94.485,1.6,Operating,172,No,No,No,Operating:10/1/2012,Proposed:4/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,245,0
Adair,GreenfieldWindPower,Greenfield Wind Power,Greenfield Wind Power,Iowa,Iowa - Adair County,"Adair County, Iowa",13.5,48765,48,41.29,-94.488,1.6,Operating,243,No,No,No,Operating:10/1/2012,Proposed:2/1/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,245,0
Adair,BulldogWind,Bulldog Wind Energy,Bulldog Wind Energy,Iowa,Iowa - Adair County,"Adair County, Iowa",13.5,48765,49,41.2257,-94.4405,1.5,Operating,392,No,No,No,Operating:10/20/2010,Under Const:10/19/2009,Proposed:9/23/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,245,0
Adair,MeadowRidgeWindEnergy,Meadow Ridge Wind Energy,Meadow Ridge Wind Energy,Iowa,Iowa - Adair County,"Adair County, Iowa",13.5,48765,73,41.3931,-94.4447,1.6,Operating,172,No,No,No,Operating:10/1/2012,Proposed:4/12/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,245,0
Adair,WindGem,Wind Gem Group,Wind Gem,Iowa,Iowa - Adair County,"Adair County, Iowa",13.5,48765,90,41.47,-94.34,1.85,Operating,272,No,No,No,Operating:1/1/2016,Proposed:4/4/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,245,0
Adair,WolverineWind,Wolverine Wind Energy,Wolverine Wind Energy,Iowa,Iowa - Adair County,"Adair County, Iowa",13.5,48765,50,41.3136,-94.4611,1.5,Operating,392,No,No,No,Operating:10/20/2010,Under Const:10/19/2009,Proposed:9/23/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,245,0
Adair,WindyHillsWindFarm,Invenergy Renewables,Invenergy Renewables,Iowa,Iowa - Adair County,"Adair County, Iowa",13.5,48765,98,41.4977,-94.5208,500,Canceled,1811,Yes,No,No,Canceled:7/23/2012,Proposed:8/8/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,245,1
Adams,CCCHastingsCampusWindFarm,CCC Hastings Renewable Energy,CCC Hastings Renewable Energy,Nebraska,Nebraska - Adams County,"Adams County, Nebraska",55.7,51201,129,40.57,-98.334,1.7,Operating,386,No,No,No,Operating:12/23/2016,Proposed:12/3/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,3533,0
Adams,PrairieMillsWindFarm,Global Wind Harvest,Global Wind Harvest,Illinois,Illinois - Adams County,"Adams County, Illinois",78.5,48065,43,40.0713,-91.0099,144,Canceled,1004,Yes,No,No,Canceled:11/13/2015,Proposed:5/23/2014,Canceled:10/29/2013,Postponed:9/29/2012,Proposed:1/29/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,3533,1
Adams,ThunderSpiritWindProject,MDU Resources Group,MDU Resources Group,North Dakota,North Dakota - Adams County,"Adams County, North Dakota",2.4,53295,50,46.0014,-102.6368,107.5,Under Const,2130,No,No,No,Under Const:5/1/2018,Permitted:4/1/2018,Proposed:1/3/2017,Operating:12/30/2015,Testing:10/21/2015,Under Const:8/25/2015,Permitted:8/18/2014,Postponed:6/24/2014,Site Prep:1/30/2014,Permitted:10/10/2013,Proposed:3/1/2010,Feasibility:6/7/2007,NA,NA,NA,NA,NA,NA,NA,0,High,1.5038961038961038,1.473576795226015,2.171428571428573,Positive,3533,0
Adams,AdamsProject,MidAmerican Energy Co,MidAmerican Energy Co,Iowa,Iowa - Adams County,"Adams County, Iowa",9.5,48598,32,41.0496,-94.5314,106,Postponed,477,No,No,No,Postponed:7/11/2017,Proposed:6/1/2016,Operating:1/31/2016,Operating:1/30/2016,Proposed:1/27/2016,Testing:10/31/2015,Proposed:10/10/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,3533,0
Adams,AdamsCountyWind,NextEra Energy Resources,NextEra Energy Resources,Colorado,Colorado - Adams County,"Adams County, Colorado",378.2,61444,52,39.7481,-104.0116,75,Canceled,909,Yes,No,No,Canceled:10/3/2007,Postponed:6/22/2006,Proposed:4/7/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,3533,1
Adams,TwoRiversWindEnergy,Two Rivers Wind Energy,Two Rivers Wind Energy,Illinois,Illinois - Adams County,"Adams County, Illinois",78.5,48065,60,39.8155,-91.0619,300,Canceled,1232,Yes,No,No,Canceled:4/5/2006,Postponed:10/26/2004,Proposed:11/20/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,3533,1
Albany,HighPlainsWind(WY),PacifiCorp,PacifiCorp,Wyoming,Wyoming - Albany County,"Albany County, Wyoming",8.5,43043,27,41.6773,-106.0082,99,Operating,481,No,No,No,Operating:9/1/2009,Under Const:3/16/2009,Permitted:9/15/2008,App Pending:7/7/2008,Proposed:5/8/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.8153846153846154,1.5654407809654372,2.4506048387096775,Positive,3699,0
Albany,BoswellWindI,Boswell Wind Project I,Boswell Wind Project I,Wyoming,Wyoming - Albany County,"Albany County, Wyoming",8.5,43043,10,41.8949,-105.9141,80,Proposed,1716,Yes,No,No,Proposed:8/23/2017,Canceled:12/27/2012,Proposed:4/16/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.8153846153846154,1.5654407809654372,2.4506048387096775,Positive,3699,1
Albany,BoswellWindIV,Boswell Wind Project IV,Boswell Wind Project IV,Wyoming,Wyoming - Albany County,"Albany County, Wyoming",8.5,43043,0,42.1,-105.94,80,Proposed,559,No,Yes,No,Proposed:4/21/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.8153846153846154,1.5654407809654372,2.4506048387096775,Positive,3699,0
Albany,BoswellWindII,Boswell Wind Project II,Boswell Wind Project II,Wyoming,Wyoming - Albany County,"Albany County, Wyoming",8.5,43043,10,41.9,-105.92,80,Proposed,559,No,Yes,No,Proposed:4/21/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.8153846153846154,1.5654407809654372,2.4506048387096775,Positive,3699,0
Albany,SandHillsRanchWind,Shell Wind Energy,Shell Wind Energy,Wyoming,Wyoming - Albany County,"Albany County, Wyoming",8.5,43043,59,41.6871,-105.8982,50,Canceled,2778,Yes,No,No,Canceled:9/18/2017,Postponed:12/20/2016,App Pending:3/28/2011,Proposed:2/9/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,3699,1
Albany,BoswellWindIII,Boswell Wind Project III,Boswell Wind Project III,Wyoming,Wyoming - Albany County,"Albany County, Wyoming",8.5,43043,0,42,-105.93,80,Proposed,559,No,Yes,No,Proposed:4/21/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.8153846153846154,1.5654407809654372,2.4506048387096775,Positive,3699,0
Albany,McFaddenRidgeWind,PacifiCorp,PacifiCorp,Wyoming,Wyoming - Albany County,"Albany County, Wyoming",8.5,43043,34,41.6427,-106.053,28.5,Canceled,516,No,No,No,Canceled:3/27/2013,Postponed:9/21/2011,Operating:10/6/2009,Testing:9/1/2009,Under Const:6/4/2009,Permitted:9/15/2008,App Pending:7/7/2008,Proposed:5/8/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.5,0.5773502691896257,0.3333333333333333,Positive,3699,0
Albany,DoubleXWind,Intermountain Wind,Intermountain Wind,Wyoming,Wyoming - Albany County,"Albany County, Wyoming",8.5,43043,8,41.0446,-105.3703,500,Canceled,1877,Yes,No,No,Canceled:5/31/2013,Postponed:10/1/2012,Proposed:4/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,3699,1
Allen,PrairieQueenWindFarm,Prairie Queen Wind Farm,Prairie Queen Wind Farm,Kansas,Kansas - Allen County,"Allen County, Kansas",26.7,40911,54,37.9512,-95.3297,200,Proposed,399,No,Yes,No,Proposed:9/28/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.5294117647058822,1.0847426730181986,1.1766666666666663,Positive,2158,0
Anderson,DeerCreekWindFarm,TradeWind Energy,TradeWind Energy,Kansas,Kansas - Anderson County,"Anderson County, Kansas",14,42146,48,38.1148,-95.2221,150,Canceled,1252,Yes,No,No,Canceled:7/17/2013,Proposed:9/7/2010,Canceled:1/6/2008,Postponed:1/17/2006,Proposed:8/2/2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,1372,1
Andrews,MBarWind,Penn Energy Trust,Penn Energy Trust,Texas,Texas - Andrews County,"Andrews County, Texas",9.9,70121,31,32.0978,-102.6519,194,Canceled,2785,Yes,No,No,Canceled:4/11/2016,Postponed:12/6/2011,Proposed:8/26/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,14,1
Anoka,AnokaCountyWindFarm(MMPA),Minnesota Municipal Power Agency,Minnesota Municipal Power Agency,Minnesota,Minnesota - Anoka County,"Anoka County, Minnesota",782.1,73579,265,45.1977,-93.3869,0.16,Operating,1107,No,No,No,Operating:2/28/2010,Testing:12/31/2009,Under Const:10/10/2009,Proposed:2/17/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,1884,0
Antelope,UpstreamWindEnergyProject,Upstream Wind Energy,Upstream Wind Energy,Nebraska,Nebraska - Antelope County,"Antelope County, Nebraska",7.8,46381,34,42.1023,-97.8396,202.5,Under Const,1169,No,Yes,No,Under Const:1/8/2018,Permitted:6/8/2016,Proposed:8/20/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.5619047619047619,1.6447094346491606,2.7050691244239613,Positive,26,0
Antelope,PrairieBreezeIII,Prairie Breeze Wind Energy III,Prairie Breeze Wind Energy III,Nebraska,Nebraska - Antelope County,"Antelope County, Nebraska",7.8,46381,35,42.1857,-98.0419,35,Operating,310,No,No,No,Operating:4/30/2016,Proposed:6/25/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,2,0.7071067811865476,0.5,Positive,26,0
Archer,Windthorst2Wind,Ownenergy,Windthorst 2,Texas,Texas - Archer County,"Archer County, Texas",10,62407,44,33.5082,-98.5282,64.5,Operating,442,No,No,No,Operating:10/9/2014,Testing:9/1/2014,Under Const:1/30/2014,Proposed:7/24/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,24,0
Archer,BobcatBluffWindProject,Bobcat Bluff Wind Project,Bobcat Bluff Wind Project,Texas,Texas - Archer County,"Archer County, Texas",10,62407,43,33.6247,-98.492,300,Operating,234,No,No,No,Operating:11/15/2012,Under Const:10/17/2012,Proposed:3/26/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.6458333333333333,1.0154773734063098,1.031194295900178,Positive,24,0
Archer,BriarCreek,Windthorst 1,Windthorst 1,Texas,Texas - Archer County,"Archer County, Texas",10,62407,45,33.5477,-98.5436,51,Canceled,1595,Yes,No,No,Canceled:11/7/2012,Proposed:6/26/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,24,1
Armstrong,GoodnightWindEnergyProject,Goodnight Wind Energy Project,FGE Goodnight,Texas,Texas - Armstrong County,"Armstrong County, Texas",2.1,65000,8,34.9305,-101.3209,497,Under Const,2017,No,Yes,No,Under Const:3/27/2015,Proposed:4/24/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,214,0
Armstrong,RedRiverSaltForkWindI,Chermac Energy,Chermac Energy,Texas,Texas - Armstrong County,"Armstrong County, Texas",2.1,65000,110,35.1575,-101.2912,80,Canceled,1812,Yes,No,No,Canceled:12/11/2012,Postponed:12/21/2011,Proposed:12/26/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,214,1
Armstrong,RedRiverSaltForkWindII,Chermac Energy,Chermac Energy,Texas,Texas - Armstrong County,"Armstrong County, Texas",2.1,65000,69,35.175,-101.1793,80,Canceled,1832,Yes,No,No,Canceled:12/31/2012,Postponed:12/21/2011,Proposed:12/26/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,214,1
Armstrong,PullmanRoadWindFarm,Route 66 Wind Power,Route 66 Wind Power,Texas,Texas - Armstrong County,"Armstrong County, Texas",2.1,65000,127,35.1713,-101.4818,150,Proposed,628,No,No,No,Proposed:8/3/2016,Operating:8/31/2015,Under Const:1/30/2014,Proposed:12/11/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,-0.3333333333333333,1.1547005383792517,1.3333333333333335,Negative,214,0
Ashtabula,AshtabulaCountyWindFarm,Apex Clean Energy,Apex Clean Energy,Ohio,Ohio - Ashtabula County,"Ashtabula County, Ohio",144.6,41158,182,41.9087,-80.739,50,Canceled,1169,Yes,No,No,Canceled:10/28/2014,Proposed:8/16/2011,Feasibility:3/14/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,551,1
Atchison,CowBranchWindEnergyProject,Cow Branch Wind Power,Cow Branch Wind Power,Missouri,Missouri - Atchison County,"Atchison County, Missouri",10.4,43438,33,40.439,-95.4661,50.4,Operating,781,No,No,No,Operating:3/3/2008,Under Const:7/31/2007,Permitted:10/27/2006,App Pending:10/1/2006,Proposed:1/12/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,87,0
Atchison,CommunityEnergy'sAtchisonCountyWind,Community Energy,Community Energy,Missouri,Missouri - Atchison County,"Atchison County, Missouri",10.4,43438,38,40.4632,-95.4096,400,Canceled,1685,Yes,No,No,Canceled:4/4/2012,Postponed:12/8/2009,Proposed:8/24/2007,Feasibility:6/3/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,87,1
Atchison,RockCreekWindProject,Enel Green Power North America,Rock Creek Wind Project,Missouri,Missouri - Atchison County,"Atchison County, Missouri",10.4,43438,30,40.4402,-95.2339,150,Operating,3043,No,No,No,Operating:11/14/2017,Under Const:10/17/2016,Proposed:4/7/2016,Canceled:5/20/2013,Proposed:7/16/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,1.653061224489796,1.0306159867619522,1.0621693121693123,Positive,87,0
Atchison,LoessHillsWindFarm,Loess Hills Wind Farm,Loess Hills Wind Farm,Missouri,Missouri - Atchison County,"Atchison County, Missouri",10.4,43438,66,40.4112,-95.5405,5,Operating,474,No,No,No,Operating:4/19/2008,Testing:2/1/2008,Under Const:4/17/2007,Proposed:1/1/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.5471698113207548,1.9063200295326475,3.6340560549973535,Positive,87,0
Audubon,HeartlandDivideWindProject,Heartland Divide Wind Project,Heartland Divide Wind Project,Iowa,Iowa - Audubon County,"Audubon County, Iowa",13.8,47048,33,41.712,-94.9753,104,Under Const,1879,No,Yes,No,Under Const:4/9/2018,Proposed:9/9/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,1.25,1.2868232118261715,1.6559139784946237,Positive,27,0
Aurora,AuroraCountyWind,Aurora County Wind,Aurora County Wind,South Dakota,South Dakota - Aurora County,"Aurora County, South Dakota",3.8,52620,70,43.722,-98.654,20.7,Under Const,1119,No,Yes,No,Under Const:5/1/2018,App Pending:3/1/2018,Proposed:10/9/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.35294117647058826,2.065591117977289,4.266666666666667,Positive,16,0
Aurora,PrairieWindsSD1Project,PrairieWinds ND1,PrairieWinds SD 1,South Dakota,South Dakota - Aurora County,"Aurora County, South Dakota",3.8,52620,0,43.9234,-98.762200000000007,87,Operating,2543,No,No,No,Operating:2/3/2011,Operating:12/31/2010,Under Const:10/5/2010,Permitted:6/15/2010,App Pending:12/30/2009,Proposed:1/14/2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,16,0
Baca,TwoButtesWindFarm,Two Buttes Wind Farm,Two Buttes Wind Farm,Colorado,Colorado - Baca County,"Baca County, Colorado",1.5,37477,37,37.582,-102.365,12,Canceled,930,Yes,No,No,Canceled:12/21/2015,Proposed:6/4/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,9,1
Banner,WildcatRidgeWind,Midwest Wind Energy,Midwest Wind Energy,Nebraska,Nebraska - Banner County,"Banner County, Nebraska",0.9,50833,41,41.6215,-103.7388,400,Canceled,3467,Yes,No,No,Canceled:6/29/2017,Postponed:6/13/2016,Proposed:1/1/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,0,1
Barber,FlatRidgeWindFarm,Flat Ridge Wind Energy,Flat Ridge Wind Energy,Kansas,Kansas - Barber County,"Barber County, Kansas",4.3,49455,44,37.3715,-98.4596,100,Operating,521,No,No,No,Operating:3/5/2009,Testing:2/12/2009,Under Const:6/24/2008,Site Prep:5/5/2008,Proposed:10/1/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0.27586206896551724,1.8621908591068979,3.467754795741286,Positive,13,0
Barnes,GlacierRidgeWindFarm,Peak Wind,Peak Wind,North Dakota,North Dakota - Barnes County,"Barnes County, North Dakota",7.4,55778,80,47.0146,-97.828,179,Proposed,834,No,Yes,No,Proposed:5/18/2017,Proposed:7/20/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,-0.375,1.9839096340048947,3.9358974358974357,Negative,64,0
Barnes,AshtabulaWindFarm,Ashtabula Wind,Ashtabula Wind,North Dakota,North Dakota - Barnes County,"Barnes County, North Dakota",7.4,55778,58,47.0975,-97.9106,196.5,Operating,318,No,No,No,Operating:12/1/2010,Under Const:10/5/2010,Operating:10/1/2009,Under Const:6/27/2009,Proposed:3/20/2009,Operating:11/30/2008,Under Const:6/27/2008,Permitted:5/31/2008,Proposed:1/17/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,-0.29069767441860467,1.864135188230725,3.4750000000000005,Negative,64,0
Baylor,CommunityWindEnergyProject(TX),Carter Wind Energy,Community Wind Energy,Texas,Texas - Baylor County,"Baylor County, Texas",4.3,34382,136,33.5947,-99.2256,80,Canceled,1539,Yes,No,No,Canceled:12/17/2013,Proposed:9/30/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,3,1
Beaver,BalkoIIWind,Apex Clean Energy,Apex Clean Energy,Oklahoma,Oklahoma - Beaver County,"Beaver County, Oklahoma",3.1,52908,44,36.627,-100.6849,150,Proposed,1389,No,Yes,No,Proposed:1/12/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,729,0
Beaver,BalkoWindProject,EDF Renewable Services,Balko Wind,Oklahoma,Oklahoma - Beaver County,"Beaver County, Oklahoma",3.1,52908,41,36.6391,-100.6896,300,Operating,660,No,No,No,Operating:8/1/2015,Under Const:1/30/2014,Proposed:10/10/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.6666666666666666,1.6035674514745464,2.5714285714285716,Positive,729,0
Beaver,BeaverCreekWindEnergy,Catamount Energy,Catamount Energy,Oklahoma,Oklahoma - Beaver County,"Beaver County, Oklahoma",3.1,52908,40,36.7507,-100.4784,100,Canceled,929,Yes,No,No,Canceled:5/6/2008,Proposed:10/20/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,729,1
Beaver,IvanhoeWind,Apex Clean Energy,Apex Clean Energy,Oklahoma,Oklahoma - Beaver County,"Beaver County, Oklahoma",3.1,52908,41,36.7463,-100.5241,300,Proposed,677,No,Yes,No,Proposed:12/24/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,729,0
Beckham,ElkCityWind(NextEra),Elk City Wind,Elk City Wind,Oklahoma,Oklahoma - Beckham County,"Beckham County, Oklahoma",24.5,48851,48,35.5278,-99.8822,98.9,Operating,329,No,No,No,Operating:12/31/2010,Under Const:9/30/2010,Operating:12/31/2009,Under Const:2/16/2009,Proposed:2/5/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,31,0
Beckham,NorthRimWind,Apex Clean Energy,Apex Clean Energy,Oklahoma,Oklahoma - Beckham County,"Beckham County, Oklahoma",24.5,48851,77,35.1698,-99.6087,303.6,Proposed,1187,No,Yes,No,Proposed:8/2/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,31,0
Benton,HoosierWindPark,Hoosier Wind Project,Hoosier Wind Project,Indiana,Indiana - Benton County,"Benton County, Indiana",21.8,48069,133,40.7176,-87.2284,106,Operating,2131,No,No,No,Operating:11/23/2009,Under Const:4/18/2009,Site Prep:3/1/2009,Permitted:10/13/2008,Proposed:1/23/2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,4488,0
Benton,HoneyCreekWindProject,TradeWind Energy,TradeWind Energy,Arkansas,Arkansas - Benton County,"Benton County, Arkansas",261.2,59016,254,36.3728,-94.2093,150,Canceled,2759,Yes,No,No,Canceled:4/4/2016,Postponed:5/29/2012,Proposed:9/14/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,4488,1
Benton,AmazonWindFarm,Fowler Ridge Wind,Fowler Ridge Wind,Indiana,Indiana - Benton County,"Benton County, Indiana",21.8,48069,231,40.5385,-87.2677,400.3,Operating,511,No,No,No,Operating:1/1/2016,Under Const:5/4/2015,Proposed:3/8/2013,Operating:12/23/2009,Under Const:7/16/2009,Operating:12/31/2008,Under Const:2/1/2008,Permitted:11/20/2007,App Pending:8/24/2007,Proposed:8/8/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,1.4198473282442747,1.3947133129160363,1.9452252252252251,Positive,4488,0
Big Horn,PineRidgeWind,Gaelectric Ltd,Gaelectric Ltd,Montana,Montana - Big Horn County,"Big Horn County, Montana",2.6,44136,93,45.7543,-108.052,90,Canceled,1647,Yes,No,No,Canceled:2/13/2013,Proposed:8/11/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,72,1
Big Horn,BigHornWindProject,NS2 Energy North America,NS2 Energy North America,Montana,Montana - Big Horn County,"Big Horn County, Montana",2.6,44136,103,45.77,-107.955,10,Canceled,753,Yes,No,No,Canceled:3/31/2014,Postponed:1/21/2014,Proposed:3/8/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,72,1
Big Stone,LittleRockWind,Little Rock Wind,Little Rock Wind,Minnesota,Minnesota - Big Stone County,"Big Stone County, Minnesota",10.6,47132,29,45.4261,-96.3985,50,Canceled,2783,Yes,No,No,Canceled:10/24/2016,Postponed:3/30/2016,Proposed:3/12/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,-0.35555555555555557,1.8990390218079265,3.606349206349206,Negative,39,1
