County,ProjectNam,ProjectDev,ProjectOwn,State,State_Coun,County__St,PopDensity,Household_,View_Score,Latitude,Longitude,Capacity,CurrentPha,TimelineDa,OnlyCancel,Artificial,OperatingD,PhaseHisto,field_15_1,field_16_1,field_17_1,field_18_1,field_19_1,field_20_1,field_21_1,field_22_1,field_23_1,field_24_1,field_25_1,field_26_1,field_27_1,field_28_1,field_29_1,field_30_1,field_31_1,field_32_1,lr_tif,H_L_W,Google_Sentiment,standard_dev,variance,Sign_Google,members_env,Canceled
Lyon,GadwallWindFarm,Gadwall Wind,Gadwall Wind,Minnesota,Minnesota - Lyon County,"Lyon County, Minnesota",36.2,51920,54,44.247,-95.806,20,Canceled,2344,Yes,No,No,Canceled:7/17/2017,Postponed:6/27/2016,Proposed:2/15/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,685,1
Lyon,GarvinWindFarm,Garvin Wind,Garvin Wind,Minnesota,Minnesota - Lyon County,"Lyon County, Minnesota",36.2,51920,46,44.208,-95.777,18,Canceled,839,Yes,No,No,Canceled:6/3/2013,Postponed:4/8/2013,Proposed:2/15/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,685,1
Lyon,MarshallWind3,Marshall Wind 3,Marshall Wind 3,Minnesota,Minnesota - Lyon County,"Lyon County, Minnesota",36.2,51920,77,44.3208,-95.7945,4.2,Operating,643,No,No,No,Operating:5/30/2008,Under Const:9/1/2007,Proposed:8/26/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,685,0
Lyon,MarshallWind5,Marshall Wind 5,Marshall Wind 5,Minnesota,Minnesota - Lyon County,"Lyon County, Minnesota",36.2,51920,84,44.3302,-95.8221,2.1,Operating,643,No,No,No,Operating:5/30/2008,Under Const:9/1/2007,Proposed:8/26/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,685,0
Lyon,MarshallWind6,Marshall Wind 6,Marshall Wind 6,Minnesota,Minnesota - Lyon County,"Lyon County, Minnesota",36.2,51920,78,44.3289,-95.8177,2.1,Operating,643,No,No,No,Operating:5/30/2008,Under Const:9/1/2007,Proposed:8/26/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,685,0
Lyon,ReadingWindProject(RES),Reading Wind Energy,Reading Wind Energy,Kansas,Kansas - Lyon County,"Lyon County, Kansas",39.8,40611,97,38.5072,-95.9525,130.5,Proposed,1537,Yes,No,No,Proposed:6/3/2016,Canceled:9/30/2013,Postponed:9/26/2012,Proposed:7/16/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.2882352941176471,1.607310301199469,2.583446404341928,Positive,685,1
Macon,LakeForkWindFarm,Lake Fork Wind Farm,Lake Fork Wind Farm,Illinois,Illinois - Macon County,"Macon County, Illinois",190.8,47477,60,40.0258,-89.1055,23,Proposed,458,No,Yes,No,Proposed:7/31/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,1027,0
Macon,MaconCountyWindFarm,E.ON Climate & Renewables,E.ON Climate & Renewables,Illinois,Illinois - Macon County,"Macon County, Illinois",190.8,47477,76,40.0156,-89.0475,200,Canceled,1057,Yes,No,No,Canceled:11/10/2016,Postponed:11/13/2015,Proposed:12/19/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.6590909090909092,1.0554517964472163,1.113978494623656,Positive,1027,1
Madison,MacksburgWindProject,MidAmerican Energy Co,MidAmerican Energy Co,Iowa,Iowa - Madison County,"Madison County, Iowa",27.9,60326,30,41.3641,-94.135,117.5,Operating,451,No,No,No,Operating:11/6/2014,Under Const:1/30/2014,Proposed:8/12/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,6468,0
Madison,WildcatWindFarmI,Wildcat Wind Farm I,Wildcat Wind Farm I,Indiana,Indiana - Madison County,"Madison County, Indiana",291.3,44795,161,40.3105,-85.7781,200,Canceled,587,No,No,No,Canceled:8/21/2014,Operating:12/18/2012,Proposed:5/29/2012,Under Const:2/25/2012,Proposed:5/11/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.8571428571428571,1.5757953243310296,2.483130904183535,Positive,6468,0
Madison,HarrisonRE1,Fresh Air Energy II,Fresh Air Energy II,Montana,Montana - Madison County,"Madison County, Montana",2.1,47617,9,45.677,-111.74,51,Proposed,539,No,Yes,No,Proposed:5/11/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,6468,0
Madison,NorrisHillWind,Sagebrush Energy,Madison Valley Renewable Energy,Montana,Montana - Madison County,"Madison County, Montana",2.1,47617,17,45.5482,-111.6697,20,Canceled,2203,Yes,No,No,Canceled:3/25/2013,Feasibility:8/18/2010,Postponed:10/30/2009,Proposed:9/13/2007,Proposed:3/14/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,6468,1
Mahaska,PrairieWindProject,Prairie Wind Energy (IA),Prairie Wind Energy (IA),Iowa,Iowa - Mahaska County,"Mahaska County, Iowa",39.2,49599,46,41.4442,-92.6593,168,Operating,668,No,No,No,Operating:2/12/2018,Testing:1/1/2018,Under Const:5/1/2017,Permitted:8/30/2016,Proposed:4/15/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0.7358490566037735,1.710884422184291,2.927125506072875,Positive,91,0
Marion,MarionWhirlpoolWind,Whirlpool,OEE XXIII,Ohio,Ohio - Marion County,"Marion County, Ohio",164.7,43557,232,40.584,-83.1607,4.5,Operating,495,No,No,No,Operating:10/1/2017,Under Const:10/20/2016,Proposed:5/24/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,10621,0
Marion,SunwindDoyleWind,Sunwind Energy Group LLLP,Sunwind Energy Group LLLP,Kansas,Kansas - Marion County,"Marion County, Kansas",13.4,47926,60,38.2302,-96.8892,200,Canceled,1258,Yes,No,No,Canceled:8/30/2017,Postponed:12/9/2016,Under Const:10/27/2015,Proposed:3/21/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,10621,1
Marion,DoyleNorth1,Windborne Energy,Windborne Energy,Kansas,Kansas - Marion County,"Marion County, Kansas",13.4,47926,86,38.2494,-97.0445,200,Canceled,2512,Yes,No,No,Canceled:6/6/2017,Postponed:9/8/2016,Permitted:11/23/2010,App Pending:11/4/2010,Proposed:7/21/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,10621,1
Marion,DoyleNorth2,Windborne Energy,Windborne Energy,Kansas,Kansas - Marion County,"Marion County, Kansas",13.4,47926,86,38.2439,-97.0372,60,Canceled,1909,Yes,No,No,Canceled:12/20/2016,Postponed:9/8/2016,Permitted:10/13/2011,Proposed:9/29/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,10621,1
Marshall,ViennaWindFarm,MidAmerican Energy Co,MidAmerican Energy Co,Iowa,Iowa - Marshall County,"Marshall County, Iowa",71,54193,57,42.1739,-92.7791,103.5,Operating,482,No,No,No,Operating:12/31/2013,Under Const:10/1/2013,Permitted:8/1/2013,Proposed:7/10/2013,Operating:11/28/2012,Under Const:10/17/2012,Proposed:8/4/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,1131,0
Marshall,StewardshipWind,Minonk Stewardship Wind,Minonk Stewardship Wind,Illinois,Illinois - Marshall County,"Marshall County, Illinois",32.7,54189,152,40.9495,-89.0688,40,Proposed,1565,Yes,No,No,Proposed:6/25/2018,Canceled:4/17/2014,Permitted:7/1/2011,Proposed:1/3/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0.782608695652174,1.3902878956893903,1.9329004329004331,Positive,1131,1
Marshall,VenusWind1&2,Availon Wind Services,Venus Wind 1,Iowa,Iowa - Marshall County,"Marshall County, Iowa",71,54193,118,42.016,-92.855,5,Canceled,1009,Yes,No,No,Canceled:10/28/2016,Postponed:8/30/2016,Proposed:1/23/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,1131,1
Marshall,GalileoWind,Availon Wind Services,Galileo Wind 2,Iowa,Iowa - Marshall County,"Marshall County, Iowa",71,54193,134,42,-93,6,Canceled,1099,Yes,No,No,Canceled:8/30/2016,Proposed:8/27/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,1131,1
Marshall,LaurelWindFarm,MidAmerican Energy Co,MidAmerican Energy Co,Iowa,Iowa - Marshall County,"Marshall County, Iowa",71,54193,107,41.8917,-92.9821,121,Operating,525,No,No,No,Operating:12/1/2011,Under Const:6/9/2011,Proposed:6/24/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,1.8181818181818181,0.7888106377466155,0.6222222222222222,Positive,1131,0
Marshall,MarshallWindProject(IA),MidAmerican Energy Co,MidAmerican Energy Co,Iowa,Iowa - Marshall County,"Marshall County, Iowa",71,54193,123,42.0712,-93.0726,210,Canceled,1327,Yes,No,No,Canceled:3/31/2017,Postponed:10/28/2016,Permitted:6/6/2014,Proposed:8/12/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,1131,1
Marshall,MarshallWindProject(KS),Marshall Wind Energy,Marshall Wind Energy,Kansas,Kansas - Marshall County,"Marshall County, Kansas",11.2,47532,99,39.821,-96.4196,75,Operating,937,No,No,No,Operating:5/31/2016,Under Const:12/14/2013,Proposed:11/6/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,1131,0
Martin,FairmontEnergyStation,Southern Minnesota Municipal Power Agency,Southern Minnesota Municipal Power Agency,Minnesota,Minnesota - Martin County,"Martin County, Minnesota",29.3,51984,79,43.658,-94.4653,2,Operating,160,No,No,No,Operating:6/30/2014,Under Const:10/15/2012,Retired:1/1/2010,Operating:12/1/2004,Operating:3/17/2003,Under Const:12/3/2002,Proposed:10/8/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.0416666666666667,1.751050105105001,3.0661764705882346,Positive,1600,0
Martin,LenorahWindFarm,Wind Tex Energy,Wind Tex Energy,Texas,Texas - Martin County,"Martin County, Texas",5.2,63992,50,32.3028,-101.94970000000001,251,Canceled,989,Yes,No,No,Canceled:5/17/2010,Proposed:9/1/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,1600,1
Martin,WelcomeWindTower,Federated Rural Electric Association,Federated Rural Electric Association,Minnesota,Minnesota - Martin County,"Martin County, Minnesota",29.3,51984,81,43.6767,-94.5922,2.1,Operating,1770,No,No,No,Operating:5/1/2008,Under Const:1/1/2008,Proposed:6/27/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,1600,0
Martin,StantonWindEnergy,Stanton Wind Energy,Stanton Wind Energy,Texas,Texas - Martin County,"Martin County, Texas",5.2,63992,87,32.2254,-101.8374,120,Operating,332,No,No,No,Operating:2/1/2008,Under Const:7/1/2007,Proposed:3/6/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,1600,0
Mccone,NelsonCreek(MT),Great Northern Power Development,Great Northern Power Development,Montana,Montana - Mccone County,"Mccone County, Montana",0.7,42330,28,47.4452,-106.1333,250,Canceled,3598,Yes,No,No,Canceled:9/8/2011,Postponed:11/25/2008,Proposed:11/1/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,0,1
Mccone,RenaissanceWindFarm,Pacific Winds,Pacific Winds,Montana,Montana - Mccone County,"Mccone County, Montana",0.7,42330,0,47.5616,-105.7476,165,Canceled,1607,Yes,No,No,Canceled:6/27/2013,Postponed:12/29/2010,Proposed:2/1/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,0,1
Mccone,ToweFarmsWind,Green Electricity Buying Coop,Green Electricity Buying Coop,Montana,Montana - Mccone County,"Mccone County, Montana",0.7,42330,11,47.6609,-106.1165,10.5,Canceled,397,Yes,No,No,Canceled:1/3/2008,Postponed:1/29/2007,Proposed:12/2/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,0,1
Mcculloch,RTSWind,Rattlesnake Power,Rattlesnake Power,Texas,Texas - Mcculloch County,"Mcculloch County, Texas",7.8,40784,9,31.3244,-99.4894,160,Testing,898,No,Yes,No,Testing:3/8/2018,Under Const:3/31/2017,Proposed:5/17/2016,App Pending:10/19/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,0,0
Mcdonough,CardinalPointWindFarm,Capital Power,Capital Power,Illinois,Illinois - Mcdonough County,"Mcdonough County, Illinois",55.3,41484,116,40.5971,-90.7364,150,App Pending,4378,No,Yes,No,App Pending:2/24/2017,Permitted:3/16/2011,Proposed:12/1/2009,Feasibility:12/1/2008,Postponed:4/1/2008,Proposed:11/6/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,1.265625,1.3467609966828689,1.8137651821862344,Positive,0,0
Mchenry,VelvaWindFarm,Velva Wind Farm,Velva Wind Farm,North Dakota,North Dakota - Mchenry County,"Mchenry County, North Dakota",2.9,60741,60,48.0837,-100.9215,11.9,Operating,311,No,No,No,Operating:12/31/2005,Under Const:8/30/2005,Proposed:2/23/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,0,0
Mchenry,NewFrontierWindEnergyProject,Meadowlark Wind I,Meadowlark Wind I,North Dakota,North Dakota - Mchenry County,"Mchenry County, North Dakota",2.9,60741,65,47.9064,-100.9372,102,Under Const,2809,No,Yes,No,Under Const:4/1/2018,Permitted:4/30/2012,Proposed:2/22/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.5,0.5773502691896257,0.3333333333333333,Positive,0,0
Mcintosh,CPVAshleyWind,Competitive Power Ventures,Competitive Power Ventures,North Dakota,North Dakota - Mcintosh County,"Mcintosh County, North Dakota",2.9,43650,12,46.1489,-99.3282,200.1,Canceled,1453,Yes,No,No,Canceled:7/1/2013,Postponed:12/1/2011,Permitted:4/5/2011,App Pending:10/22/2009,Proposed:7/9/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,0,1
Mcintosh,WishekWindFarm,BP Alternative Energy,BP Alternative Energy,North Dakota,North Dakota - Mcintosh County,"Mcintosh County, North Dakota",2.9,43650,51,46.2568,-99.5578,65,Canceled,965,Yes,No,No,Canceled:11/30/2009,Proposed:4/10/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,0,1
Mclean,HeartlandCommunityCollegeWind,Heartland Community College,Heartland Community College,Illinois,Illinois - Mclean County,"Mclean County, Illinois",143.3,63420,248,40.537,-89.019,1.65,Operating,22,No,No,No,Operating:6/15/2012,Proposed:5/24/2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.8333333333333334,2.016597794967223,4.066666666666666,Positive,0,0
Mclean,TwinGrovesIIWindFarm,Old Trail Wind Farm,Old Trail Wind Farm,Illinois,Illinois - Mclean County,"Mclean County, Illinois",143.3,63420,83,40.4651,-88.5911,198,Canceled,1703,No,No,No,Canceled:10/28/2013,Postponed:9/5/2012,Permitted:11/17/2009,App Pending:9/29/2009,Proposed:6/9/2009,Operating:9/28/2007,Under Const:5/25/2007,Feasibility:5/20/2007,Site Prep:6/30/2006,Postponed:5/31/2006,Permitted:9/21/2005,App Pending:5/4/2005,Proposed:1/29/2003,Feasibility:2/15/2002,NA,NA,NA,NA,NA,2,Low,2,0.6324555320336759,0.4,Positive,0,0
Mclean,TwinGrovesIWindFarm,High Trail Wind Farm,High Trail Wind Farm,Illinois,Illinois - Mclean County,"Mclean County, Illinois",143.3,63420,102,40.4605,-88.699,198,Operating,1492,No,No,No,Operating:3/1/2007,Under Const:7/6/2006,Site Prep:6/30/2006,Postponed:5/31/2006,Permitted:9/21/2005,App Pending:5/4/2005,Proposed:1/29/2003,Feasibility:2/15/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,0,0
Mclean,CropseyRidgeWindFarm,EDP Renewables North America,EDP Renewables North America,Illinois,Illinois - Mclean County,"Mclean County, Illinois",143.3,63420,144,40.1503,-88.5592,200,Canceled,2144,Yes,No,No,Canceled:6/6/2016,Postponed:5/14/2015,Proposed:7/24/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,0,1
Mclean,IllinoisStateUniversityWind,Illinois State University,Illinois State University,Illinois,Illinois - Mclean County,"Mclean County, Illinois",143.3,63420,255,40.5011,-88.9048,1.5,Canceled,1290,Yes,No,No,Canceled:1/4/2008,Postponed:2/20/2006,Proposed:6/23/2004,Feasibility:12/4/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.2592592592592593,2.057154359296116,4.231884057971015,Positive,0,1
Mclean,McLeanCountyWindEnergyCenter,Invenergy,Invenergy,Illinois,Illinois - Mclean County,"Mclean County, Illinois",143.3,63420,92,40.6956,-88.7228,250,App Pending,973,No,Yes,No,App Pending:12/20/2017,Proposed:3/3/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,1.4393939393939394,1.7207879332187075,2.961111111111111,Positive,0,0
Mclean,WhiteOakWindEnergyCenter,White Oak Energy,White Oak Energy,Illinois,Illinois - Mclean County,"Mclean County, Illinois",143.3,63420,187,40.5859,-89.0516,150,Operating,2158,No,No,No,Operating:7/1/2011,Under Const:10/15/2010,Permitted:3/1/2007,Proposed:8/3/2005,Feasibility:11/1/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0.8387096774193549,1.7320508075688772,3,Positive,0,0
Mclean,BrightStalkWindFarm,Lexington Chenoa Wind Farm,Lexington Chenoa Wind Farm,Illinois,Illinois - Mclean County,"Mclean County, Illinois",143.3,63420,91,40.6901,-88.6669,200,Permitted,1066,Yes,No,No,Permitted:3/21/2018,App Pending:3/13/2018,Proposed:9/26/2016,Proposed:11/1/2015,Canceled:7/18/2013,Postponed:5/23/2013,Postponed:9/5/2012,Permitted:9/3/2012,Proposed:2/14/2012,Proposed:8/17/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,1.8888888888888888,1.3642254619787417,1.8611111111111112,Positive,0,1
Mcleod,McLeodCountyWindFarm(MMPA),Minnesota Municipal Power Agency,Minnesota Municipal Power Agency,Minnesota,Minnesota - Mcleod County,"Mcleod County, Minnesota",74.6,57738,67,44.7324,-94.3513,0.16,Operating,1107,No,No,No,Operating:2/28/2010,Testing:12/31/2009,Under Const:10/10/2009,Proposed:2/17/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,0,0
Meagher,MontanaWind,Ameresco LFG I,Ameresco LFG I,Montana,Montana - Meagher County,"Meagher County, Montana",0.8,39032,0,46.4073,-110.733,149.5,Canceled,591,Yes,No,No,Canceled:7/18/2003,Proposed:12/4/2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,13,1
Meagher,OSRWind,Oversight Resources,Sharrie K Galt,Montana,Montana - Meagher County,"Meagher County, Montana",0.8,39032,3,46.415,-110.364,3,Proposed,512,No,Yes,No,Proposed:6/7/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,13,0
Meagher,71RWind,71 Ranch,Errol Wylie Galt,Montana,Montana - Meagher County,"Meagher County, Montana",0.8,39032,14,46.43,-110.364,3,Proposed,512,No,Yes,No,Proposed:6/7/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,13,0
Meagher,GordonButteWind,Gordon Butte Wind,Gordon Butte Wind,Montana,Montana - Meagher County,"Meagher County, Montana",0.8,39032,14,46.4137,-110.3327,9.6,Operating,1176,No,No,No,Operating:1/31/2012,Proposed:11/11/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.5652173913043478,1.7082023669520185,2.9179553264604787,Positive,13,0
Meagher,DawWind,DA Wind Investors,Richard G Anderson,Montana,Montana - Meagher County,"Meagher County, Montana",0.8,39032,14,46.432,-110.343,3,Proposed,512,No,Yes,No,Proposed:6/7/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,13,0
Meeker,AdamsCommunityWindFarm,Adams Wind Generations,Adams Wind Generations,Minnesota,Minnesota - Meeker County,"Meeker County, Minnesota",38.3,58574,48,44.917,-94.7234,20,Operating,498,No,No,No,Operating:3/16/2011,Under Const:11/30/2010,Proposed:11/3/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,0,NA,NA,NA,114,0
Meeker,DanielsonWindFarms,Danielson Wind Farms,Danielson Wind Farms,Minnesota,Minnesota - Meeker County,"Meeker County, Minnesota",38.3,58574,41,45.0665,-94.7464,19.8,Operating,496,No,No,No,Operating:3/14/2011,Testing:11/30/2010,Under Const:7/27/2010,Proposed:11/3/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.631578947368421,0.6513389472789296,0.4242424242424242,Positive,114,0
Mercer,CleanEnergy1,ALLETE Clean Energy,ALLETE Clean Energy,North Dakota,North Dakota - Mercer County,"Mercer County, North Dakota",8.1,73801,12,46.9635,-101.8952,100,Permitted,2569,No,Yes,No,Permitted:8/29/2012,App Pending:3/12/2012,Proposed:10/20/2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.031055900621118,1.5270301017463412,2.331820931639441,Positive,4908,0
Mercer,GarrisonButteWind,Capital Power,Capital Power,North Dakota,North Dakota - Mercer County,"Mercer County, North Dakota",8.1,73801,36,47.4531,-101.6497,100,Proposed,1036,No,Yes,No,Proposed:12/31/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,4908,0
Mercer,AntelopeHillsWindProject,Antelope Hills Wind Project,Antelope Hills Wind Project,North Dakota,North Dakota - Mercer County,"Mercer County, North Dakota",8.1,73801,41,47.2803,-101.8097,172,Under Const,1885,No,Yes,No,Under Const:1/30/2014,Proposed:9/3/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,4908,0
Mercer,MercerCountyWind(Invenergy),Invenergy,Invenergy,Illinois,Illinois - Mercer County,"Mercer County, Illinois",29.3,55750,95,41.3192,-90.6307,150,Canceled,2045,Yes,No,No,Canceled:7/18/2011,Postponed:3/4/2008,Proposed:12/11/2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Low,0,NA,NA,NA,4908,1
Mills,GoldthwaiteWindEnergy,Goldthwaite Wind Energy,Goldthwaite Wind Energy,Texas,Texas - Mills County,"Mills County, Texas",6.6,44375,59,31.4315,-98.5499,151,Operating,1283,No,No,No,Operating:1/1/2014,Operating:12/1/2013,Under Const:5/1/2013,Permitted:12/19/2012,Proposed:5/28/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0.9273743016759777,1.6460573958690046,2.709504950495049,Positive,103,0
Minnehaha,RidgeEnergyProject,Ridge Energy,Ridge Energy,South Dakota,South Dakota - Minnehaha County,"Minnehaha County, South Dakota",210,55293,54,43.793,-96.771,9,Canceled,929,Yes,No,No,Canceled:2/29/2016,Postponed:10/14/2015,Proposed:8/14/2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,828,1
Mitchell,PioneerPrairieWindFarm,Pioneer Prairie Wind Farm I,Pioneer Prairie Wind Farm I,Iowa,Iowa - Mitchell County,"Mitchell County, Iowa",23,52564,27,43.4786,-92.6076,198,Operating,467,No,No,No,Operating:1/31/2009,Operating:12/1/2008,Under Const:9/30/2008,Testing:9/26/2008,Under Const:5/5/2008,Proposed:8/22/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Low,1.0952380952380953,1.4677914581799016,2.1544117647058822,Positive,237,0
Mitchell,LoraineWindpark,Loraine Windpower Park,Loraine Windpower Park,Texas,Texas - Mitchell County,"Mitchell County, Texas",10.3,51555,77,32.4435,-100.7497,100.5,Permitted,319,No,No,No,Permitted:5/1/2018,Proposed:2/27/2018,App Pending:6/19/2017,Operating:5/1/2012,Under Const:12/15/2010,Operating:10/31/2009,Under Const:8/11/2009,Proposed:12/16/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.5,1.2360330811826106,1.5277777777777781,Positive,237,0
Mitchell,LittleCedar,Goldwind USA,Buffalo Center Wind,Iowa,Iowa - Mitchell County,"Mitchell County, Iowa",23,52564,42,43.384,-92.76,1.5,Operating,878,No,No,No,Operating:12/31/2011,Proposed:8/5/2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,0,NA,NA,NA,237,0
Monroe,MonroeCountyWindFarm,NextEra Energy Resources,NextEra Energy Resources,Missouri,Missouri - Monroe County,"Monroe County, Missouri",13.6,41201,37,39.3605,-91.786,150,Proposed,378,No,Yes,No,Proposed:10/19/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,High,1.6666666666666667,1.5811388300841898,2.5,Positive,12071,0
